CID,MolecularWeight,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D,Title,XLogP,XLogP_Source,Status,Formula,MW
23724780,460,459.1812508,87.1,495,0,2,6,8,32,0,2,1,1,1,1,0,2,,,,,,,,,,,0,Clemastinefumarate,,,Not applicable (ionic/extreme),C25H30ClNO5,460
23724784,364.5,364.1456784,135,197,0,4,6,2,25,0,4,2,2,0,0,0,3,,,,,,,,,,,0,bis((1R)-2-phenylcyclopropan-1-amine);sulfuric acid,,,Not applicable (ionic/extreme),C18H24N2O4S,364.5
23724856,673.7,672.1722161,142,421,0,5,11,4,43,0,0,0,0,0,0,0,5,,,,,,,,,,,0,Fasudil Hydrochloride Hydrate,,,Not applicable (ionic/extreme),C28H38Cl2N6O5S2,673.7
23724898,639.2,638.2006065,110,725,0,3,7,8,45,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Chlorpromazine phenolphthalinate,,,Not applicable (ionic/extreme),C37H35ClN2O4S,639.2
23724987,997,996.4065351,259,521,0,8,26,9,71,0,0,0,0,0,0,0,5,,,,,,,,,,,0,"1-Ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid;dihydrate",,,Not applicable (ionic/extreme),C45H55F3N12O11,997
54670067,176.12,176.032088,107,232,0,4,6,2,12,0,2,2,0,0,0,0,1,120.9,8,3,4,0,0,1,0,0.6,2.4,9,L-Ascorbic Acid,-1.6,PubChem XLogP,OK,C6H8O6,176.12
54675768,1110.1,1109.375339,347,2440,0,9,20,16,80,0,8,8,0,0,0,0,1,,,,,,,,,,,0,Coumermycin A1,4.6,PubChem XLogP,OK,C55H59N5O20,1110.1
54676038,336.3,336.0633881,93.1,605,0,2,6,2,25,0,0,0,0,0,0,0,1,248.5,8,2,2,0,0,4,0,0.6,2,10,Dicoumarol,2.6,PubChem XLogP,OK,C19H12O6,336.3
54676228,331.3,331.0626771,108,611,0,2,6,2,23,0,0,0,0,0,0,0,1,241.7,9,4,2,0,0,3,0,0.6,3.2,10,Piroxicam,3.1,PubChem XLogP,OK,C15H13N3O4S,331.3
54677470,351.4,351.0347483,136,628,0,2,7,2,23,0,0,0,0,0,0,0,1,249.9,8,3,2,0,0,3,0,0.6,3.2,10,Meloxicam,3,PubChem XLogP,OK,C14H13N3O4S2,351.4
54677971,337.4,337.0190982,136,599,0,2,7,2,22,0,0,0,0,0,0,0,1,237.2,9,4,2,0,0,3,0,0.6,3.2,10,Tenoxicam,1.1,PubChem XLogP,OK,C13H11N3O4S2,337.4
54686350,241.28,241.1314081,80.6,179,0,2,4,3,17,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Choline Salicylate,,,Not applicable (ionic/extreme),C12H19NO4,241.28
54690031,371.8,370.9801258,136,634,0,2,7,2,23,0,0,0,0,0,0,0,1,252.5,9,4,2,0,0,3,0,0.6,3.2,10,Lornoxicam,2.1,PubChem XLogP,OK,C13H10ClN3O4S2,371.8
72734318,665.7,665.3047406,231,1220,0,7,14,3,47,0,14,14,0,5,5,0,1,501.8,22,12,6,1,1,2,0,1,6.8,10,Natacyn (TN),-1.3,PubChem XLogP,OK,C33H47NO13,665.7
135398513,225.2,225.0861892,115,308,0,3,5,4,16,0,0,0,0,0,0,0,1,159.6,9,3,3,0,1,2,0,0.6,4,10,Acyclovir,-1.9,PubChem XLogP,OK,C8H11N5O3,225.2
135398641,268.23,268.0807695,129,405,0,4,7,2,19,0,4,4,0,0,0,0,1,183.9,13,5,4,0,1,3,0,0.6,3,10,Inosine,-1.3,PubChem XLogP,OK,C10H12N4O5,268.23
135398658,441.4,441.1396814,209,767,0,6,10,9,32,0,1,1,0,0,0,0,1,320.4,18,7,4,2,2,3,0,1,10,10,Folic Acid,-1.1,PubChem XLogP,OK,C19H19N7O6,441.4
135398735,822.9,822.4051233,220,1620,0,6,15,5,59,0,9,9,0,4,4,0,1,,,,,,,,,,,0,Rifampicin,4.9,PubChem XLogP,OK,C43H58N4O12,822.9
135398737,326.8,326.1298243,30.9,446,0,1,3,1,23,0,0,0,0,0,0,0,1,248.2,8,0,1,0,3,4,0,0.6,2.4,4,Clozapine,3.1,PubChem XLogP,OK,C18H19ClN4,326.8
135398740,255.23,255.0967539,135,346,0,4,6,5,18,0,0,0,0,0,0,0,1,179.8,11,4,4,0,1,2,0,0.6,5,10,Ganciclovir,-2.5,PubChem XLogP,OK,C9H13N5O4,255.23
135398741,360.8,360.1312809,147,483,0,4,7,8,24,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Valacyclovir Hydrochloride,,,Not applicable (ionic/extreme),C13H21ClN6O4,360.8
135398745,312.4,312.1408678,59.1,432,0,1,4,1,22,0,0,0,0,0,0,0,1,242.8,8,0,1,0,3,4,0,0.6,2.4,5,Olanzapine,2.9,PubChem XLogP,OK,C17H20N4S,312.4
135398748,253.26,253.1174894,126,344,0,4,5,5,18,0,0,0,0,0,0,0,1,183.5,10,3,4,0,1,2,0,0.6,5,10,Penciclovir,-1.9,PubChem XLogP,OK,C10H15N5O3,253.26
135400182,458.5,458.1260056,177,790,0,4,9,9,32,0,1,1,0,0,0,0,1,341.8,14,6,2,2,1,3,0,1,10,10,Raltitrexed,1.4,PubChem XLogP,OK,C21H22N4O6S,458.5
135401907,136.11,136.0385108,70.1,190,0,2,3,0,10,0,0,0,0,0,0,0,1,94.9,6,2,2,0,0,2,0,0.4,0,1,Allopurinol,-0.7,PubChem XLogP,OK,C5H4N4O,136.11
135403648,473.4,473.1658961,216,911,0,7,10,9,34,0,2,1,1,0,0,0,1,342,19,7,5,2,2,3,0,1.2,11.8,10,Leucovorin,-1.2,PubChem XLogP,OK,C20H23N7O7,473.4
135409453,301.39,301.1902604,87.8,385,0,3,3,8,22,0,0,0,0,1,1,0,1,241.8,10,2,3,0,2,2,1,1,8,10,Tegaserod,2.6,PubChem XLogP,OK,C16H23N5O,301.39
135413520,471.4,471.1130719,193,737,0,4,7,7,33,0,1,1,0,0,0,0,3,,,,,,,,,,,0,Pemetrexed Disodium,,,Not applicable (ionic/extreme),C20H19N5Na2O6,471.4
135413523,666.7,666.2319272,250,1070,0,5,15,12,46,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Sildenafil Citrate,,,Not applicable (ionic/extreme),C28H38N6O11S,666.7
135413545,579.1,578.2289465,121,854,0,5,11,8,38,0,0,0,0,0,0,0,5,,,,,,,,,,,0,Vardenafil Hydrochloride Trihydrate,,,Not applicable (ionic/extreme),C23H39ClN6O7S,579.1
135414253,561.5,560.1739301,118,854,0,3,8,8,36,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Vardenafil Dihydrochloride,,,Not applicable (ionic/extreme),C23H34Cl2N6O4S,561.5
135462830,491.5,491.2056357,133,661,0,3,8,7,36,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Icopezil Maleate,,,Not applicable (ionic/extreme),C27H29N3O6,491.5
